,5 FLUOROURACIL 84 ugmL,A baumannii 5075,ACTINOMYCIN D 4 ugmL,ACTINOMYCIN D 6 ugmL,ADRIAMYCIN 6 ugmL,AZITHROMYCIN 0.4 ugmL,BENZAKONIUM CHLORIDE 20 ugmL,BENZAKONIUM CHLORIDE 40 ugmL,BLEOMYCIN 1.5 ugmL,BLEOMYCIN 3 ugmL,BLOOD AGAR 1,CAMP 0.2 uM,CCCP 0.05 ugmL,CCCP 0.075 ugmL,CEFSULODIN 3 ugmL,CEFSULODIN 6 ugmL,CHLORHEXIDINE 4 ugmL,CHLORHEXIDINE 7 ugmL,CIPROFLOXACIN 0.00025 ugmL,COPPER SULPHATE 20 ugmL,COPPER SULPHATE 50 ugmL,CYCLIC DI GMP 1 uM,DIBUCAINE 0.25 ugmL,DIMETHYL FUMARATE 0.6 ugmL,DIMETHYL FUMARATE 1 ugmL,DMSO 2.5 ugmL,DMSO 5 ugmL,EDTA 1 mM,EGCG 120 ugmL,EGCG 75 ugmL,EGLA WATER DISINFECTANT 1.5 ugmL,EGLA WATER DISINFECTANT 2.5 ugmL,EGTA 1 mM,ETHANOL 12,FOSFOMYCIN 25 ugmL,FOSFOMYCIN 45 ugmL,GENTAMYCIN 5 ugmL,GLYCOLIC ACID 0.25 ugmL,GLYCOLIC ACID 0.75,HYDROGEN PEROXIDE 1.8 mM,IMIDAZOLE 12 ugmL,IMIDAZOLE 24 ugmL,ISOPROPANOL 5 ugmL,K pneumoniae MKP 103,LOPERAMIDE 60 ugmL,LOPERAMIDE 80 ugmL,LYSOZYME 120 ugmL,MAGNESIUM CHLORIDE 10 mgmL,MAGNESIUM CHLORIDE 5 mgmL,METFORMIN 10 ugmL,METFORMIN 8 ugmL,METHOTREXATE 60 ugmL,MMS 1,MMS 1.5,N HEXANOYL L HOMOSERINE LACTONE 200 ugmL,NIGERICIN 120 ugmL,NIGERICIN 200 ugmL,NO SALT LB with SUCROSE 0 mM,P aeruginosa 1,PROCAINE 1 ugmL,PROCAINE 1.5 ugmL,RIFAMPICIN 0.2 ugmL,SALT 0 mM,SDS 0.25,SODIUM BUTYRATE 50 ugmL,SODIUM BUTYRATE 70 ugmL,SODIUM CHOLATE 100 ugmL,SODIUM DEOXYCHOLATE 105 ugmL,SODIUM DEOXYCHOLATE 90 ugmL,SODIUM TAUROCHOLATE 40 ugmL,SODIUM TAUROCHOLATE 60 ugmL,SPECTINOMYCIN 12 ugmL,SPECTINOMYCIN 9 ugmL,STREPTOMYCIN 3 ugmL,STREPTOMYCIN 8 ugmL,TEMPERATURE 18,TEMPERATURE 25,TEMPERATURE 30,TRICLOSAN 70 ugmL,TRICLOSAN 90 ugmL,TRITON 3,UREA 800 ugmL,UV 0.07 Joules,UV 0.1 Joules,UV 0.2 Joules,UV 0.5 Joules,V cholerae C 7606,VANCOMYCIN 100 ugmL,VANCOMYCIN 60 ugmL,VANILLIN AZITHROMYCIN 1,VANILLIN CIPROFLOXACIN 1,ZINC SULPHATE 150 ugmL,pH 6,M9 A KETOGLUTARATE 1,M9 ACETATE 1,M9 ALANINE 1,M9 FRUCTOSE 1,M9 GLYCEROL 1,M9 MALATE 1,M9 MALTOSE 1,M9 MANNITOL 1,M9 PROLINE 1,M9 PYRUVATE 1,M9 SUCCINATE 1,M9 SUCROSE 1,M9 TREHALOSE 1
VCA0875 - dsdA - D-serine dehydratase,0.57970088,3.022540156,-1.239079422,0.837838837,-0.504892164,-1.828568503,-0.816572473,-0.42285151,-0.666862733,0.926694687,2.628530471,-0.357303694,0.029212554,0.75600326,2.126544613,1.025290676,0.213207666,1.262983626,2.311805839,-0.186342877,-0.768022471,-2.14288561,-0.154387542,-1.140252127,2.410892597,0.030823221,-0.579909788,1.154293503,0.142134311,0.162599166,-0.124017928,1.674479685,-0.240768507,3.267870005,-0.601155292,-4.152368169,0.351485789,-1.040658966,2.519253923,0.213714959,0.49821301,1.942862593,2.896922163,4.755454989,-0.741516175,0.995258651,-0.983657441,0.091983782,0.518407396,0.497859196,-0.763178778,4.732884242,-2.148263378,-0.376487414,0.718945389,1.280987193,0.29252289,0.47590366,1.774149416,-0.162016194,0.568838231,0.519859859,-0.484180902,-1.08894807,0.214854245,-0.476130931,-1.247160166,-0.418154246,-0.229774754,-1.226663066,-0.486584911,-1.772650522,-0.910016492,0.203060295,1.109633326,0.909408048,1.094596176,-0.291742811,0.387128821,-1.263268456,-1.531261068,-1.466165405,0.942932775,-0.849758327,2.727474384,3.390344318,1.278033321,0.242623258,-0.84861497,,1.480891545,-1.004384415,-1.752654307,-0.296870502,-5.266809146,-7.162521003,-3.017134835,0.250346503,,0.068001084,-0.050861886,0.556369536,0.319773097,-0.045153265,-0.462138396,0.49542402
VCA0876 - dsdC - D-serine deaminase activator,-0.985388169,0.523107457,1.503495002,-1.168364888,1.571422552,2.264421574,3.210906864,1.42342346,1.454964912,2.180235744,0.819292442,-0.036639825,1.011487423,0.414001708,0.488543113,0.236437033,-1.296199685,-1.1526236,0.732618264,-0.74531932,-0.459245983,-0.89826283,0.149038116,-2.650101899,0.025246305,0.205593395,1.535079268,-1.529377193,-1.102103985,-1.197588041,-1.491682085,-1.752947237,-0.868800684,-0.230395735,-1.370538881,-1.00428125,-1.22456977,-0.460145545,-0.744003858,0.933887626,-0.320790767,1.234700195,-0.253946781,0.123845517,4.562653324,2.177101205,0.369877495,-1.522747469,-0.850013909,-0.778209246,2.14919106,-1.048831708,-0.283363927,-0.11870906,-0.148452045,1.731312825,1.278021208,-0.874176595,-0.906879661,0.164690851,-0.266238013,2.324891387,-0.259578723,0.497054495,0.051284258,-1.287283218,0.058422668,-0.608598105,2.30443088,1.387175773,1.988086143,0.592731637,0.931184851,-0.612610726,-1.041250556,0.295156617,0.047345495,0.255728791,0.267382893,1.437630131,-0.523455657,2.130355852,0.161515675,0.123625638,-0.466982121,-0.605016319,-3.045866201,-0.38560581,-0.37486977,0.236432074,1.049702002,-0.12514174,-1.011444978,-0.593167847,0.306498169,,0.496325354,0.075444333,-7.474281001,1.869770402,0.926658666,-0.868323168,0.479696608,0.584347539,0.947191014,-0.286924131
"VCA0877 - ukn - hydrolase, putative",-0.374168196,-0.020169008,-0.560323781,0.452882702,0.251573826,1.048545765,1.106128212,-0.156781152,0.310871805,-0.170429979,0.576379393,0.379246459,0.588111773,-0.678852765,-0.602192192,-0.146260007,0.619834114,-0.444183589,0.532240907,-0.063883765,-0.072031356,-0.683079799,0.828498034,-0.812886715,0.118269461,0.270131436,-0.149168084,-0.621973817,-0.502442807,-0.308467208,-0.707772029,-1.330899745,-0.360257867,-0.823539885,-0.886376817,0.23198165,-0.633764882,-0.47828623,1.41688313,0.416442013,-1.210248279,-0.180636115,-0.913065996,-0.691070928,1.315706897,-0.618464286,-0.446953066,0.267089228,1.891149627,-0.535575086,2.005485483,-0.898423111,0.01591982,0.379209243,-0.520205059,-1.059604778,-0.178455883,1.696824402,-0.716359938,0.435119344,0.424736201,0.135590702,0.721179826,0.731320374,-1.246232317,-0.228928415,0.348889278,-1.242399793,0.319240404,0.876080907,-0.635721363,0.83305525,-0.674306696,0.887464795,1.315070832,1.336092213,1.014362037,1.032206458,-0.957260524,0.023656809,-0.14988571,-0.378394759,0.581604369,-0.215812816,-0.1687999,0.326999865,1.5277101,-1.609359804,-0.066595596,-3.88789079,-1.162394837,1.012589186,-0.012892465,0.565496891,0.333638457,,0.281453872,0.212681441,0.447104294,-0.274185285,-0.31585452,-0.339701723,0.308489701,-0.541614115,1.1337962,-1.042259183
VCA0878 - ukn - integrase-related protein,-0.482690048,0.042122065,0.514448578,0.170835964,-0.479462349,0.408028232,-0.680037289,-0.660800242,0.194760618,0.466558894,-0.141123595,0.255818647,-1.076739043,-1.373933612,-0.714907819,-0.481825481,0.296566176,-0.097878303,0.764510635,-1.519324332,-1.195972802,0.694403017,-1.137940298,0.393969207,-0.874811017,1.499757812,0.522458822,1.049934607,0.052441228,1.278397972,-0.666224506,-0.077905509,-0.404264688,-0.588842042,-1.077991438,0.00712197,1.256496817,2.076882611,-0.890981981,0.069354837,-0.813179728,-0.610862761,-0.228273025,0.145350539,-0.51786133,0.179294943,0.472950448,0.619006869,-0.128311828,-0.873083124,0.024488903,0.294241958,0.480417129,-1.193200065,0.20074476,1.597040104,-0.69879691,0.945095989,-0.993358962,0.10173376,-0.991738188,0.423978304,0.35063243,-0.034096522,-0.364468188,-0.32107978,-1.412239607,-1.086079448,-0.72753705,1.6997585,0.50070755,0.158295039,0.707264778,-0.94919466,-1.085054175,1.428981056,0.856605891,-0.936060205,0.45930734,0.253021323,0.809724512,-1.976897895,-0.067287443,0.83012272,0.560363278,0.766459753,1.073506043,0.960489377,-0.638893535,,0.176619,-0.419084821,-0.380248686,-0.096097419,-0.570561057,0.377110323,-0.655222753,-0.509134134,,0.085613307,-1.057299759,0.955419322,0.00519833,0.151658192,-0.264977281,-1.42438265
VCA0880 - makD - hypothetical protein,0.307546647,0.057784107,-1.02747562,-0.661702819,-0.92084018,-1.016135733,-0.592853064,0.187035342,-0.767242374,-0.995902363,-0.794770719,0.600104481,0.290734997,0.72690947,1.506872522,0.263731534,1.45485158,0.915109331,-0.309849813,-0.483146648,1.222344993,-0.70157167,1.908364695,-0.988262609,-3.34828184,0.29296916,-0.540789501,-0.006277996,1.110077949,-0.085942058,0.701229407,-0.44830814,1.641079826,0.287324422,0.282274169,-2.276806292,1.665735405,-0.583966288,0.022715153,0.175815152,-0.306360898,-0.054936085,0.323233672,-0.548330506,-1.425217139,-0.132105524,-0.264521142,0.784828892,-0.072487305,1.684464498,-0.69667382,0.897883759,-0.761018345,1.115482429,0.366582681,0.015415663,1.533658724,0.890012949,-0.117990591,-1.60693664,-0.496898627,-0.965899622,0.571794241,1.890448434,-1.148178066,-1.401486432,0.794341676,0.490835543,-0.371124669,-0.695038946,0.806183087,-0.613913155,-1.928409631,0.207036122,-0.868709058,0.377816167,1.30840543,1.385335933,-1.26253872,0.007807243,-1.140516667,1.743141683,1.399942371,-2.224923705,0.726427069,-0.738102811,0.114582386,-2.044507033,-0.857309494,-4.415079228,0.534664303,0.725216183,0.193483115,-0.76735903,-1.719962648,,-0.63471964,-0.055749922,1.091265924,1.177378996,0.378451042,1.088773648,-1.171520204,1.169197214,2.980860444,-0.106060865
VCA0881 - makC - hypothetical protein,-0.823011045,1.046243954,-1.783630713,1.068744545,-1.580455292,0.338627017,-1.019036624,1.195949434,1.241173921,0.017923973,-0.661908234,0.262847749,-0.981470125,-0.011605217,-1.46541682,0.018960087,0.674106991,-1.59927891,-0.659641358,-0.155747049,1.593749238,-0.987784491,1.163134998,-1.611175561,0.453100215,-0.361871449,-0.194673609,-1.389634289,-0.283815954,1.176724819,-0.50120702,-0.976587039,2.305961709,0.309526943,-0.27801833,-0.155917117,-0.306095317,-0.433255083,0.797815571,1.325636028,-2.437625953,0.314728941,-0.261073917,0.138161815,-1.530469779,-1.568307435,-0.291135132,1.497298148,1.470680869,-1.8508882,-0.414649104,0.195465764,-0.780071665,0.715311737,-1.582880988,0.024629445,-0.765827032,-0.145193312,-0.469110929,0.862468871,1.406273729,1.447782697,-1.142997129,-1.70879425,2.773887114,2.885160875,-0.401899018,2.192709315,0.210353831,-1.248465128,0.434280586,-0.270329713,-1.109977398,0.211750841,0.294488797,1.731830849,3.455429994,1.407199485,-0.101681748,-0.223323539,-0.244145956,-0.025731295,2.10152292,-0.112916819,0.077043919,-0.90821528,-1.819011873,2.145473526,0.886993653,0.779614739,-0.196434597,-1.016569511,-1.020503453,0.381760511,-0.578291932,,0.740779822,-0.83878167,0.222041646,-0.202974065,-0.257810521,-0.308040698,-1.335563747,1.671075237,0.097239571,-0.421918782
VCA0882 - makB - hypothetical protein,-2.196621477,0.336631057,0.056637567,0.549363944,0.030329965,0.685944693,-1.193757608,-1.977234197,-0.427639982,-0.996282695,-0.609199256,0.677452116,-2.387939173,-0.832290715,1.167960915,-1.04006693,-0.394296318,-0.291709934,0.801649955,0.526513799,-0.413535233,-0.022856951,-0.155514727,-0.074409689,-0.692133796,1.369424448,0.46043204,-0.119509299,0.890640116,0.705093573,-0.698869265,0.421871586,-0.400728512,-0.481956891,0.374957159,0.842534296,0.300024289,0.843241311,0.111925559,-0.74908269,0.526082199,0.207709269,-0.477449985,-0.240220394,1.123508997,0.045828259,-0.679107966,0.799163528,-0.909197839,0.282513202,1.301010474,0.411514982,0.987182921,1.52031742,1.072936622,-0.179557974,0.010267073,-0.053313983,1.639628402,-0.415639352,-0.348409514,-1.179257708,-0.512432035,-0.196631435,-0.624318361,-0.705173931,-1.129376295,-1.077305914,-0.822763347,-0.303841152,0.181910183,0.26423462,0.705921791,-0.394892263,0.338625106,0.259817054,-1.272623344,-1.464303564,0.812474236,0.433811289,0.570615666,-1.663479437,-0.379314484,-0.00151613,0.233782628,0.138451806,-0.184349409,1.341868081,1.351247003,-0.026752415,0.174420505,0.544242681,-1.289438383,-0.122420315,0.829616999,,-0.325088193,0.561954833,0.19560242,0.943100789,-1.826415602,-0.156461699,0.587239631,0.104478612,0.017008796,0.304832593
VCA0883 - makA - hypothetical protein,-0.613441337,-0.167710391,0.492996151,-1.58105131,-0.223704855,0.24593123,0.119569525,0.238837368,0.168617328,-0.407927523,-0.641069531,-0.452661529,0.257847054,-0.353090785,-1.235969255,-0.526824099,-0.249942298,-0.126214031,-0.120273939,-0.921899039,0.156009033,0.267023103,0.651728239,-0.788726678,0.806538124,1.21992476,1.828792789,-0.019764133,0.84466387,0.025354628,-0.449869164,0.059423715,1.945226888,0.06103848,0.43947785,-0.265432696,1.011211004,-0.137728351,-1.67129766,0.02334766,-0.355943302,-0.652484646,-0.863790845,0.534213985,0.146602,1.40182774,1.03195354,0.593131327,-1.992241957,-0.098384867,-0.379871731,0.220926309,-0.350381319,-1.514078507,-1.163404611,-0.161222441,-0.395900812,0.673168536,0.93667479,-0.602736668,-0.632182619,-0.587444402,2.187916977,-0.534283738,0.117523291,-0.647782185,0.224860962,0.308868394,-0.040618785,-0.463527706,1.229551341,1.669622042,-0.358187646,0.045996197,-0.200845379,-0.608156867,-0.507185707,-0.27830723,0.539359119,1.771521561,1.162144336,0.949157356,-0.531218651,0.279387135,-1.294730018,-0.487665922,0.865822706,0.337497253,1.152757356,0.649300886,-0.074485725,-1.6636712,0.704438035,0.60549659,-0.331645117,,-1.238873725,1.070284692,2.622682232,4.110811475,-0.863489241,-1.036310416,-0.699322992,-0.159694648,-0.286804155,0.315820813
VCA0885 - tdh - threonine 3-dehydrogenase,1.202193383,-0.229222834,-0.695954255,-0.362581943,-0.012432953,2.831049939,0.001583122,-0.45428619,0.818198405,1.933267872,0.855659014,0.770462551,0.083998654,-1.373322957,-0.298316314,-0.750259321,-0.355900014,0.469476582,-0.256678841,-0.435273713,-0.7217445,-0.425845814,-0.223768164,0.832648424,-0.220044429,-0.625037936,2.276347393,3.546231332,0.05432318,0.081391231,0.196540231,0.027378516,0.940428725,-1.233616027,1.835311547,-0.861380208,1.949598616,1.459179588,-0.904155092,1.253664402,0.373068928,-1.212954624,-0.942274508,-1.365095841,0.775029483,0.648824229,2.423651363,1.219286371,0.499184871,-0.055826076,0.615366194,-1.375860064,-0.673932867,-0.435470459,-0.714695538,-0.149536587,-0.295337882,1.059319965,-0.413881056,-0.459073643,-1.784872417,0.522665314,0.031873327,-0.065734757,-0.462345546,1.237423256,0.568597629,-0.190576087,0.675444266,0.537969306,0.79241684,0.245830606,1.589775125,-0.967911308,-1.162808214,1.379550262,0.249081602,-0.426999385,0.134668528,0.40188378,-1.298905583,-0.656940717,-0.31405614,-0.249434842,-0.519693854,-0.866775903,0.838295552,-0.637751754,0.101844334,,3.219366116,0.4226757,0.136951515,-5.347505181,-1.379330763,-2.286213957,0.867777216,-0.916037417,,-1.180029412,2.726249104,0.975245605,-1.192248837,-1.403111041,1.434011372,1.289171393
VCA0886 - kbl - 2-amino-3-ketobutyrate coenzyme A ligase,-1.121109954,1.172391181,-0.533572947,0.409913833,-1.33551473,-0.83390992,-0.342106697,-0.543902618,0.202264159,0.566178478,0.547391645,0.830181262,-0.537371859,-0.095136867,0.824303833,-1.160013187,-1.758148585,-1.100346004,-0.674130525,-0.08691038,-0.666435657,0.927791336,-0.736721025,0.612509165,0.566790178,0.732234586,-0.156660442,-0.267443297,0.209073765,-0.034959712,-2.075713766,-0.407845705,-0.726297762,-0.014471551,-0.893789498,0.34307102,-0.441118431,1.832256627,-0.758350918,0.573972118,-0.29146307,0.234040077,0.380858029,0.39934439,-0.094402125,-0.571357479,-0.229282412,0.952318391,0.728241228,-1.45013309,-0.377801192,-1.182937604,-0.361464778,0.272515149,0.885340644,0.299313345,-0.30060704,-0.359656051,0.687181974,-0.860867132,0.893227433,0.593026335,1.108698772,-0.054508263,0.222904941,-0.48829787,-2.183553885,-1.195506373,-0.78388812,-0.795659635,0.120285721,-0.655270364,1.493770619,0.080668001,0.906303313,0.821264468,0.513853321,-0.402652941,1.299854481,-0.429115504,-0.278129773,-1.321558931,0.557113512,1.049558321,-0.601757062,-0.290598937,-0.343461486,0.164043506,0.325248059,-1.819270288,0.330625054,-0.963256979,0.783521644,0.950048229,0.452957523,,-0.115969576,-0.904423804,1.575767886,0.253929196,-0.876254688,-0.394741459,0.098998845,-1.300823077,0.579622222,0.285952154
"VCA0887 - ukn - conserved hypothetical protein, authentic frameshift",0.101506336,-1.553841317,-0.142814961,-0.794205344,-0.425205386,-1.510166042,0.320350526,-1.111220279,0.559749365,1.157025175,-0.62521994,-0.498221429,0.022300169,0.112658507,-0.338440664,0.560620312,0.666459765,0.149909294,-1.306516591,1.513746773,1.060760183,0.205486219,0.692279838,0.783697054,0.200751005,0.882825733,-0.595673634,-0.032247024,1.88020489,0.113994087,1.662091427,0.403374315,-0.082407103,0.246921752,0.983604041,0.105853857,-1.309384702,-1.784806563,-0.782209854,-0.213616021,-0.186508565,-0.677827733,-0.157520721,0.250753467,-0.787864178,-2.084417222,-0.128529428,-2.951164264,-0.480109168,-1.384715233,-0.820608768,-0.718443256,-0.57498338,-0.198756132,-0.231016356,0.368602169,-0.269126158,1.290401233,0.506142264,-0.517926652,0.301707549,0.145100718,-0.363649501,-0.274388522,-0.233772409,-0.491681989,0.001324986,1.382358345,0.499297802,0.613308024,-0.797627382,0.828929617,-1.110525614,1.092715353,-0.475276083,-0.489742279,-0.120825908,0.197272956,0.543646787,1.551037396,0.277435267,1.036574936,-0.362797075,-0.592698274,-0.152786608,-0.897276238,1.297681576,-0.546550446,1.212871352,,0.260427981,1.530680306,1.125337406,-0.245196429,-0.877053397,0.516740748,0.223734648,0.992975073,,-1.47177861,1.471178525,-0.712069218,-0.344289139,1.021704187,-1.245066552,-0.807997438
"VCA0888 - ukn - transcriptional regulator, LuxR family",-0.167083742,1.12325747,-0.888599854,1.74612912,0.326973191,-0.746201048,0.106342722,0.718796879,-0.77196504,-1.327154803,-0.657534996,-1.483971983,-0.282710533,1.050562956,0.679050939,1.490677351,-1.834521725,0.531597206,1.459032099,-1.704670787,-0.32215519,-0.481707972,-2.317325296,-0.407567851,1.851931108,0.136985749,-0.91943634,2.69981279,0.3215798,-0.182562515,-1.540913507,-0.179791115,-0.343481223,2.778656755,-0.111933464,-0.553859521,0.640984075,0.587565784,0.560833825,0.80516689,0.741044409,-0.927122666,1.5477398,0.818940799,2.002940562,1.220565247,-0.516625621,0.581144172,0.995475474,0.701896915,0.659107891,-0.067442224,-0.126662364,0.478076494,0.140536692,-0.130551904,-0.84948692,0.281321018,1.062410812,-1.529777484,0.984469579,-2.738164452,1.775946891,1.833650682,0.794421831,0.903837529,-0.898240146,-0.979215109,-0.316512184,0.520362842,-0.445041529,-1.209688908,-1.61649063,-0.615767511,-0.27296786,-1.056427496,-0.222845595,-1.30395621,1.00943194,0.340268459,-0.971360162,0.375924742,0.853176147,0.507591751,0.72022168,0.473220181,-0.513652086,2.021849786,0.130974014,,3.356722066,-2.190088807,-1.649532883,0.799946931,0.552483889,-0.034829608,1.203652216,-1.348249314,,-2.456375472,0.644405841,0.835422288,-2.577690336,-0.613149025,-0.002252624,0.267159809
"VCA0889 - ukn - transcriptional regulator, LysR family",0.250997965,0.702275215,1.098488417,-0.902114639,0.067012354,-1.159781702,0.445307983,-1.302489455,1.025279482,0.392256292,0.166972253,0.825637637,-0.044738624,-0.389410757,-0.550980149,-0.602315926,-0.674079999,-2.099377767,-0.626904236,-0.357314376,-0.781334055,1.156684517,0.443068681,2.048785609,-0.878760413,1.485528308,-0.180030606,-0.211792389,-0.549672916,0.041034364,0.356011981,0.318412976,1.211522077,-0.840216956,-0.426985804,-0.196149786,-0.633929715,0.047667864,0.894699539,-1.170140956,-2.252423141,0.801613702,-0.266577848,0.25561777,-0.541496822,-0.092553258,0.365489793,-1.221605465,-0.380030886,-0.481452494,0.705316934,1.229614401,1.369614088,-0.647423432,-0.034021059,0.470848194,-0.953612858,0.424519008,-1.053749495,1.339242813,-0.016203092,1.782642594,0.994539452,-0.650176847,-0.935731971,-1.502255689,-2.558724303,-1.155497224,0.290971152,1.887952219,1.409908752,-1.341345505,1.843335873,0.633657757,0.70103272,0.838178988,0.340222079,-0.5414937,-0.959804735,-1.860730599,1.368248119,-1.11312535,-0.86434814,0.118015145,1.478956233,0.052188614,-0.788464622,-0.022012892,-0.474382249,,-0.458810484,1.012091859,1.636457489,2.454731177,0.269724273,-0.122912592,-0.521448889,-0.873267478,,-0.428302342,-0.734604612,-0.035741048,0.868356573,-0.243013261,0.213615335,0.194230758
VCA0890 - ukn - glyoxylase I family protein,1.762626966,0.162902749,-0.103056487,-1.298861947,0.33933865,-1.241998202,1.488433364,-1.494154109,1.194131686,-0.523358021,0.521643383,-0.949874772,1.810990212,0.891606411,0.239753637,0.218416259,0.150317757,-1.800074425,-1.122557231,0.5530361,0.398976241,0.380859792,1.194651319,0.102977845,1.106458583,1.198207297,-0.388853573,0.04882185,0.717689029,0.931673798,0.143312309,-1.478671703,-0.605815105,1.452730672,0.647004834,-0.604711227,-1.634047838,-1.514740633,0.810501781,1.093815324,-1.048258267,-0.299481857,0.250653837,0.919457012,-0.370601384,-1.080103901,-1.03827966,-1.951033023,-1.024783649,-1.01263999,-0.297962848,-0.570063625,0.552533536,0.677577062,-0.833900761,-0.30091363,-0.878597447,1.374159092,-0.013546329,0.840518449,0.313980329,-0.24806287,0.40825214,0.461334627,1.759718834,0.399116854,-0.723613901,0.190490684,1.016882168,2.014329283,1.497046327,-2.191036948,0.320180273,-0.120962534,1.038600988,0.076797909,-1.016863912,0.120174717,-0.083734982,-0.736357248,-1.130829824,1.006062406,0.498028349,-0.899111166,0.933640989,0.851262658,-0.998210701,-1.710691711,0.541047258,,-0.242146794,-0.060011869,0.371836833,0.906085029,1.087780614,0.757212583,1.87686234,-0.488475588,,-1.181879978,1.05344278,-0.031176286,-0.81342891,-1.295541861,2.882495353,0.576568118
VCA0891 - ukn - conserved hypothetical protein,-0.482172142,-0.537481521,1.156034902,0.019925668,1.184114865,1.541492253,0.46311033,0.414807302,0.231191271,0.134985066,0.765358815,-0.439430866,1.537846865,-0.140615039,1.1404689,-0.45511942,0.2798056,0.457533196,-0.243780481,0.595509631,-0.060900196,-1.555766638,0.311639707,-0.064109873,0.427261806,-0.014400602,0.190798791,-0.308237379,0.911485309,-0.353079754,-0.177747924,0.0391724,0.175306879,-0.929313618,1.021287273,-1.829019543,-2.096482891,-0.995756524,0.65411783,-1.489414264,-1.053527748,-0.16839993,-0.73831905,-0.614612762,-1.879497384,0.282263975,0.306908442,0.275505645,0.732573179,-0.487155785,0.00734689,-0.086802941,-0.796995322,0.188368328,0.199681799,-0.111368251,-0.544291075,-0.017960538,0.462742934,-0.620536841,0.323919301,-0.324018712,-0.753140983,-0.126494522,0.05977493,1.816211545,0.826148154,0.15166766,0.751279734,-0.806771485,0.652235664,0.477445495,-1.09356206,2.058748592,0.711578492,0.516187562,0.00124137,-0.069578153,-1.004249483,-0.425881954,1.020851956,0.537903377,0.195147097,-1.079934897,-0.553978081,0.18348317,-1.212505746,-0.034007463,1.393877673,,-1.033853231,0.730662584,0.475009028,-1.066996632,-0.588882098,0,2.397746378,0.351187862,,0.405840133,0.080066491,-0.772588767,0.524885858,-0.241558528,0.439176656,-0.037713527
VCA0892 - ukn - hypothetical protein,-3.736705213,0.735808071,0.432230478,-0.594718646,0.188352886,-1.420820949,-0.181111964,-1.610237364,0.957588414,1.015445791,0.101081828,-0.778964553,1.273566727,0.829309693,-0.528234713,-0.519027508,-1.665325182,-1.428771926,-0.710366803,1.322469419,0.636492931,0.827491378,0.409548191,1.286735662,0.248391149,0.422242711,1.157654095,0.824428939,-0.894819132,-1.673087279,-0.497964813,0.708882551,-0.639935194,0.559177162,-1.616393826,-2.140379907,0.528670058,2.267154139,1.12709152,-0.448787149,-1.857751022,1.291730777,0.309962326,1.320061167,1.048888491,0.438939335,-2.414871217,-1.063745343,2.502384241,0.279314132,0.325480164,0.502013722,-0.322330193,0.708886081,-0.381057122,0.419152493,0.439980833,-0.632295999,-0.141948422,1.123660452,-0.925964577,0.435371449,-1.250052289,-0.321611341,-1.361757418,-1.308194087,-2.52833102,-0.793286279,-0.598806569,2.033615819,0.406191919,-1.916809983,0.455526835,0.476453147,1.435796764,0.152001489,0.337829054,-0.395042905,-1.43111873,-0.08258315,-0.656855634,0.606016299,-0.013037294,1.139057339,1.386395074,1.409337463,1.124538714,-0.672760022,-0.887881038,,1.562750746,0.017634576,0.069881965,1.968905757,0.630126698,-0.674215458,0.716117765,-0.601761571,,0.122493927,-0.328362121,-0.609805462,-0.71832296,-0.001910217,0.869226186,-0.361097916
VCA0893 - ukn - hypothetical protein,0.577112592,0.402047179,0.403237923,0.721949628,0.154643145,1.881416865,1.548852965,0.575709565,-3.707553854,-2.133660499,0.542755141,0.303216656,-0.569235361,-0.959470367,-1.387926206,-0.932873165,-0.86189788,0.985133099,-0.667444755,-0.176883062,-0.112195184,0.149724198,-0.686088653,-0.288103419,-1.15815037,0.204425475,1.826405048,1.038010114,-0.497200858,0.636850168,-1.037970956,-0.855035602,0.908124737,0.259073199,-0.012015104,0.590719212,2.864190198,0.177252275,-1.254040843,-2.345359233,1.262573538,1.239234938,0.569075742,0.598179694,0.951672051,0.448562134,2.264163642,0.656751452,-0.667054532,0.886014972,0.345710579,0.145903224,-1.247854862,-2.373165817,0.669962228,1.388681878,0.739803371,-1.307241664,-0.452590599,-3.356782449,-2.226910407,-0.631539953,0.313575422,0.182769368,-1.389435509,-0.627542831,0.09694121,-1.458078576,-0.881289295,0.663566586,0.17602101,-0.327398089,0.190150756,-2.024270136,-0.500378568,2.278814967,0.104723449,-1.24637244,-0.071330615,-0.306143015,0.379096298,-0.978044335,-1.242318003,-1.476995111,-0.541218371,0.085330768,0.445366625,1.331884229,-0.2816012,,0.862420976,0.267714624,-2.19059505,0.948124928,0.540197603,0.151961379,-0.855360219,-0.048938705,,1.816815711,-1.266876453,-0.044028496,2.437025036,-1.015924298,-1.182787319,-0.082596059
